county state,relative mobility,absolute mobility,sample size,lat,long
Blair PA,0.357,43.9,5019,40.485519,-78.3772
Bradford PA,0.285,49.1,2595,41.829722,-76.526197
Bucks PA,0.297,47.2,22182,40.238922,-75.024632
Butler PA,0.295,48.6,6575,40.829199,-79.958665
Cambria PA,0.361,48.7,5647,40.406479,-78.800168
Cameron PA,0.255,45.9,253,41.502183,-78.236901
Carbon PA,0.31,48.1,1999,40.871762,-75.708746
Centre PA,0.284,47.3,3504,40.841087,-77.838248
Chester PA,0.321,46.1,14644,39.990871,-75.679351
Clarion PA,0.32,50.8,1470,41.183479,-79.427108
Clearfield PA,0.336,47,2970,40.988404,-78.495829
Clinton PA,0.309,47.5,1224,41.141257,-77.451745
Columbia PA,0.341,46.7,2273,41.037606,-76.390955
Crawford PA,0.339,45.1,3458,41.665952,-80.101229
Dauphin PA,0.405,40.1,8803,40.306988,-76.796622
Delaware PA,0.353,43.8,20244,39.921778,-75.348629
Elk PA,0.305,48.7,1450,41.419475,-78.620668
Erie PA,0.376,42.2,11095,42.068053,-80.071718
Fayette PA,0.384,44.7,5418,39.949668,-79.71427
Franklin PA,0.326,46.2,4393,39.882739,-77.656246
Fulton PA,0.41,47.2,533,39.919336,-78.086385
Greene PA,0.277,49.8,1392,39.876467,-80.117573
Huntingdon PA,0.302,46.9,1469,40.424965,-78.002675
Indiana PA,0.275,51.4,3206,40.616037,-79.129455
Jefferson PA,0.29,48.9,1898,41.085708,-78.964758
Jefferson PA,0.356,39.3,1625,41.085708,-78.964758
Juniata PA,0.314,49.5,833,40.571523,-77.329618
Lackawanna PA,0.341,45.8,6867,41.441266,-75.636058
Lancaster PA,0.348,44.7,17242,40.073653,-76.290855
Lawrence OH,0.387,44.4,3786,38.503018,-82.540684
Lebanon PA,0.327,46.7,4493,40.341615,-76.442891
Lehigh PA,0.382,43.9,9882,40.599225,-75.50897
Luzerne PA,0.334,45.9,10591,41.199679,-75.929184
Lycoming PA,0.359,45.4,4485,41.249888,-76.98414
McKean NY,0.331,45.7,1734,,
Mifflin PA,0.377,43.1,1541,40.602421,-77.615982
Monroe PA,0.272,44.3,4947,41.037307,-75.308191
Montgomery PA,0.305,47,25376,40.169886,-75.313634
Montour PA,0.412,43.9,719,40.997428,-76.630083
Northampton PA,0.346,45,9965,40.699705,-75.320519
Northumberland PA,0.307,48.5,3386,40.873395,-76.682108
Perry PA,0.313,46.2,1864,40.410162,-77.152841
Philadelphia PA,0.403,37.1,46742,40.004629,-75.139469
Pike PA,0.275,44.8,1426,41.302232,-74.985987
Potter NY,0.28,50.8,770,,
Schuylkill PA,0.333,49.1,5188,40.713737,-76.197364
Snyder PA,0.354,47.3,1322,40.786765,-76.981311
Somerset PA,0.363,48.7,2991,40.031352,-79.010484
Susquehanna NY,0.221,49,1690,,
Union PA,0.268,48.8,1383,40.97426,-76.957803
Venango PA,0.333,44.9,2153,41.406083,-79.766084
Warren PA,0.315,44.4,1777,41.851752,-79.238649
Wayne PA,0.24,48.1,2090,41.539119,-75.3089
Westmoreland PA,0.338,47.2,13426,40.339402,-79.591786
Wyoming PA,0.326,47.5,1326,41.539714,-75.938352
York PA,0.363,44.2,13433,39.942113,-76.750832
Kent RI,0.3,44.7,5692,41.699105,-71.487993
Newport RI,0.34,41.3,2721,41.548265,-71.266661
Providence RI,0.359,42.3,18071,41.856551,-71.450538
Washington RI,0.288,44,4144,41.46723,-71.589511
Abbeville SC,0.459,36.9,836,34.238459,-82.422325
Aiken GA,0.378,37.5,5727,,
Allendale SC,0.416,32.5,468,32.994406,-81.292207
Anderson SC,0.378,36.9,5395,34.557505,-82.618277
Bamberg SC,0.441,35,669,33.269763,-81.074156
Barnwell SC,0.396,35,1047,33.29489,-81.35449
Beaufort GA,0.335,36.7,3420,,
Berkeley SC,0.306,39,4787,33.068108,-80.032851
Calhoun SC,0.357,36,473,33.67638,-80.819428
Charleston SC,0.35,36.7,10144,32.822801,-79.979214
Cherokee SC,0.388,34.5,1728,35.080073,-81.64701
Chester NC,0.356,34.9,1519,,
Chesterfield SC,0.428,35.7,1723,34.682027,-80.144685
Clarendon SC,0.47,36.2,1347,33.691189,-80.206489
Colleton SC,0.352,36.2,1537,32.916002,-80.655455
Darlington SC,0.432,35.3,2561,34.326829,-79.983805
Dillon SC,0.375,34.6,1380,34.39471,-79.359942
Dorchester SC,0.341,39.3,4803,33.000816,-80.21761
Edgefield GA,0.376,34.9,696,,
Fairfield SC,0.37,32.7,915,34.361469,-81.073993
Florence SC,0.397,36.2,5667,34.100049,-79.760954
Georgetown SC,0.406,35.8,2451,33.453334,-79.269399
Greenville SC,0.373,37,13753,34.847691,-82.335536
Greenwood SC,0.402,35,2549,34.204262,-82.148595
Hampton SC,0.342,36.3,1067,32.800714,-81.118468
Horry SC,0.352,36.7,5892,33.786228,-78.940096
Kershaw SC,0.347,37.9,2293,34.259654,-80.645219
Lancaster NC,0.416,35.4,2265,,
Laurens SC,0.401,36,2014,34.504773,-82.026131
Lee SC,0.398,34.3,759,34.181555,-80.265139
Lexington SC,0.372,39.3,8034,33.958732,-81.213684
McCormick SC,0.366,34,379,33.883028,-82.293659
Marion SC,0.403,34.6,1559,34.164265,-79.336829
Marlboro SC,0.359,33.8,1317,34.635883,-79.670645
Newberry SC,0.409,37.3,1430,34.268079,-81.575787
Oconee SC,0.357,39.9,2233,34.707761,-83.005464
Orangeburg SC,0.392,35.3,4136,33.471516,-80.799081
Pickens SC,0.379,38.7,3915,34.809329,-82.686452
Richland SC,0.399,34.4,11034,34.060483,-80.98649
Saluda SC,0.406,36.5,602,33.995666,-81.706529
Spartanburg SC,0.405,37,8890,34.962731,-82.000163
Sumter SC,0.39,36.4,4588,33.929411,-80.387303
Union SC,0.412,34.5,1154,34.73195,-81.625389
Williamsburg SC,0.463,36.5,1677,33.654581,-79.733271
York NC,0.401,36.9,6275,,
Beadle SD,0.29,51.7,765,44.368344,-98.226727
Bon Homme SD,0.285,56.3,321,42.965559,-97.860351
Brookings SD,0.22,52.5,959,44.312257,-96.786838
Brown SD,0.246,51.4,1496,45.477807,-98.448464
Brule SD,0.291,50,285,43.762079,-99.188651
Butte SD,0.236,51,449,44.672144,-103.761216
Charles Mix SD,0.396,43.8,433,43.173936,-98.516453
Clay SD,0.222,49,440,42.811174,-96.93806
Codington SD,0.301,51.1,1263,44.913901,-97.131386
Custer SD,0.404,46.1,315,43.739996,-103.518429
Davison SD,0.286,51.1,842,43.706368,-98.041463
Day SD,0.233,54.4,286,45.364549,-97.520104
Dewey SD,0.273,35.8,316,45.116808,-101.117074
Fall River SD,0.309,48.1,342,43.388192,-103.514809
Gregory SD,0.31,54.2,253,43.182985,-99.278797
Hamlin SD,0.227,59.9,319,44.647395,-97.142214
Hughes SD,0.427,45,745,44.382662,-100.305241
Hutchinson SD,0.124,60.2,345,43.336046,-97.746735
Kingsbury SD,0.221,58.8,323,44.374375,-97.405002
Lake SD,0.329,52.7,547,44.002691,-97.10012
Lawrence SD,0.244,49.6,982,44.447051,-103.800718
Lincoln SD,0.276,51.8,695,43.427562,-96.746072
McCook SD,0.239,57.2,301,43.666866,-97.344878
Meade SD,0.216,47.5,1087,44.296996,-103.288909
Minnehaha SD,0.289,47.8,5993,43.559391,-96.732329
Moody SD,0.257,50.6,318,44.019542,-96.65761
Pennington SD,0.354,43.3,3816,44.064633,-103.213752
Roberts SD,0.425,43.1,479,45.61302,-96.952207
Shannon SD,0.174,23.7,582,43.186406,-102.487474
Spink SD,0.185,57.9,376,44.910381,-98.429642
Todd SD,0.281,24.3,402,43.248143,-100.783743
Tripp SD,0.266,50.7,293,43.349802,-99.851545
Turner SD,0.211,55.6,437,43.301965,-97.115892
Walworth SD,0.465,46.7,267,45.520019,-100.313424
Yankton SD,0.259,52.7,865,42.902431,-97.394907
Anderson TN,0.36,39.2,2502,36.082029,-84.180288
Bedford TN,0.367,37.3,1388,35.51241,-86.464741
Benton TN,0.388,39.2,626,36.071513,-88.09002
Bledsoe TN,0.35,42.8,285,35.612132,-85.195883
Blount TN,0.37,38.3,3407,35.752926,-83.973022
Bradley TN,0.32,39.4,2958,35.166015,-84.859341
Campbell TN,0.349,38.3,1228,36.383124,-84.125923
Cannon TN,0.321,44.2,485,35.80032,-86.06262
Carroll TN,0.37,40,1238,36.018048,-88.464475
Carter TN,0.371,37.9,1472,36.318376,-82.201421
Cheatham TN,0.327,39.4,1347,36.269635,-87.063974
Chester TN,0.335,43,472,35.436863,-88.622571
Claiborne TN,0.366,39.8,1039,36.491598,-83.64175
Cocke TN,0.389,36.9,1131,35.947227,-83.174767
Coffee TN,0.388,40.2,1990,35.454014,-86.124954
Crockett TN,0.361,38.8,563,35.789488,-89.122632
Cumberland TN,0.341,41.1,1303,35.954565,-85.020109
Davidson TN,0.378,35.5,17865,36.140596,-86.74545
Decatur TN,0.405,45,421,35.610752,-88.126566
Dekalb TN,0.347,39.9,624,,
Dickson TN,0.349,40.5,1712,36.106096,-87.345598
Dyer TN,0.396,39,1437,36.058797,-89.359385
Fayette TN,0.432,34.5,910,35.203083,-89.470445
Fentress TN,0.374,39.1,637,36.365518,-84.93663
Franklin TN,0.354,39.4,1340,35.206924,-86.116239
Gibson TN,0.391,38.3,1977,35.938053,-88.876406
Giles TN,0.286,43,1170,35.191241,-87.031071
Grainger TN,0.42,39.7,700,36.269199,-83.483361
Greene TN,0.312,38.5,2022,36.177294,-82.833456
Grundy TN,0.432,38.4,538,35.341946,-85.720235
Hamblen TN,0.343,38.2,2028,36.215973,-83.296406
Hamilton TN,0.376,37,11396,35.093485,-85.205177
Hardeman TN,0.371,37,1097,35.22229,-89.017224
Hardin MS,0.407,39.3,820,,
Hawkins TN,0.344,37.7,1578,36.462944,-82.873902
Haywood TN,0.455,34.1,838,35.586187,-89.267291
Henderson TN,0.355,40.1,943,35.648436,-88.402036
Henry TN,0.351,39.2,1108,36.319164,-88.293739
Houston TN,0.341,43.2,280,36.304687,-87.70333
Humphreys TN,0.381,39.1,689,36.072233,-87.774505
Jackson TN,0.319,40.1,275,36.329916,-85.628303
Jefferson TN,0.348,38.6,1425,36.067034,-83.453522
Johnson NC,0.35,36.2,498,,
Knox TN,0.387,37,12268,35.973839,-83.985913
Lauderdale TN,0.515,36.2,1163,35.762745,-89.54174
Lewis TN,0.308,42.3,393,35.533806,-87.523745
Lincoln AL,0.364,43.1,1158,,
Loudon TN,0.324,39.3,1343,35.759679,-84.286322
McMinn TN,0.357,39.4,1717,35.425632,-84.598553
McNairy MS,0.406,39.4,964,,
Macon TN,0.4,43.2,575,36.535537,-86.022066
Madison TN,0.419,35.8,3463,35.650005,-88.822589
Marion TN,0.318,40.5,1044,35.109364,-85.604158
Maury TN,0.323,37.2,3122,35.623,-87.045667
Meigs TN,0.387,38.9,491,35.503802,-84.815615
Monroe TN,0.379,38.9,1316,35.517149,-84.353878
Montgomery TN,0.324,39,4498,36.551703,-87.352951
Morgan TN,0.375,39.3,980,36.098632,-84.590381
Obion TN,0.429,36.9,1124,36.396173,-89.080699
Overton TN,0.331,42.1,625,36.348292,-85.322853
Perry TN,0.335,37.5,263,35.652569,-87.858652
Polk TN,0.36,39,563,35.125651,-84.565986
Putnam TN,0.308,40.7,2294,36.163405,-85.503295
Rhea TN,0.335,40.4,1097,35.556242,-84.955218
Roane TN,0.367,37.7,1548,35.882073,-84.524136
Robertson TN,0.309,40.7,2282,36.484933,-86.832296
Rutherford TN,0.314,39.5,6268,35.892016,-86.44798
Sequatchie TN,0.331,40.3,346,35.354219,-85.392052
Sevier TN,0.346,37,2476,35.861562,-83.580944
Shelby TN,0.42,33,36943,35.131228,-89.894188
Smith TN,0.388,42.5,647,36.241092,-85.968484
Stewart TN,0.29,44,420,36.493717,-87.798679
Sullivan TN,0.392,37.7,5210,36.531452,-82.394917
Sumner TN,0.321,41,4896,36.398559,-86.536931
Tipton TN,0.41,37,2121,35.478427,-89.748046
Trousdale TN,0.426,40.5,270,36.393982,-86.170445
Unicoi TN,0.444,38.4,553,36.149453,-82.396177
Union TN,0.32,38.9,528,36.243267,-83.816526
Warren TN,0.346,39.1,1502,35.695537,-85.792646
Washington TN,0.38,37,3569,36.324631,-82.434713
Washington TN,0.338,42.1,1263,36.324631,-82.434713
Wayne AL,0.238,45.3,473,,
Weakley TN,0.353,40.8,1146,36.292721,-88.773558
White TN,0.413,39.6,844,35.939892,-85.487471
Williamson TN,0.308,42.4,5246,35.920355,-86.85552
Wilson TN,0.329,41.3,3036,36.201286,-86.404093
Anderson TX,0.374,42.4,1899,31.776143,-95.687072
Andrews TX,0.207,57.2,747,32.32166,-102.542123
Angelina TX,0.353,42.2,3356,31.312605,-94.714115
Aransas TX,0.248,45.8,740,28.030072,-97.071875
Archer TX,0.358,50,276,33.70449,-98.610345
Atascosa TX,0.315,46,1695,29.034632,-98.576202
Austin TX,0.352,46.1,1148,29.853256,-96.221858
Bailey TX,0.294,48.1,376,34.216557,-102.745529
Bandera TX,0.226,47,560,29.703543,-99.036031
Bastrop TX,0.302,41.7,1999,30.144282,-97.358916
Bee TX,0.311,44.4,1144,28.396655,-97.736901
Bell TX,0.351,39.6,9454,31.084262,-97.592082
Bexar TX,0.319,40.4,53415,29.479255,-98.525238
Blanco TX,0.195,48.3,282,30.185496,-98.393265
Bosque TX,0.369,44.8,721,31.86216,-97.576972
Bowie TX,0.396,39.1,3686,33.436159,-94.203466
Brazoria TX,0.3,45.4,10376,29.329215,-95.385415
Brazos TX,0.342,41.1,4154,30.628865,-96.33059
Brewster TX,0.281,48.7,320,30.217438,-103.617388
Brooks TX,0.357,46.9,412,27.204776,-98.144221
Brown TX,0.341,44,1501,31.731622,-98.989458
Burleson TX,0.402,44.4,695,30.479774,-96.646318
Burnet TX,0.324,43.2,1137,30.671778,-98.244836
Caldwell TX,0.334,41.1,1341,29.852388,-97.686629
Calhoun TX,0.312,45.8,900,28.586063,-96.625056
Callahan TX,0.25,49.9,569,32.346951,-99.448422
Cameron TX,0.227,43.5,13814,26.045736,-97.556998
Camp TX,0.374,41.7,526,32.990653,-94.98408
Carson TX,0.189,58.3,334,35.384076,-101.329281
Cass TX,0.352,44.8,1407,33.079821,-94.299328
Castro TX,0.435,45.5,442,34.521244,-102.26892
Chambers TX,0.322,46.2,775,29.801262,-94.741728
Cherokee TX,0.377,43.1,1621,31.904972,-95.211216
Childress TX,0.394,43.2,264,34.428815,-100.225433
Clay TX,0.251,48.9,362,33.828051,-98.245004
Coleman TX,0.37,46.4,382,31.808605,-99.423304
Collin TX,0.291,45.6,13438,33.099357,-96.693057
Colorado TX,0.384,47.4,832,29.661294,-96.536638
Comal TX,0.302,44.1,3180,29.764495,-98.221819
Comanche TX,0.251,48.4,441,31.969672,-98.557373
Cooke TX,0.366,47.3,1370,33.610424,-97.137065
Coryell TX,0.275,43.1,2176,31.239826,-97.828854
Crosby TX,0.37,43.1,330,33.664489,-101.361212
Dallam TX,0.261,49.7,396,36.110008,-102.577929
Dallas TX,0.352,39.1,75892,32.808956,-96.788197
Dawson TX,0.444,45.1,680,32.73465,-101.949316
Deaf Smith TX,0.38,43.5,958,34.835104,-102.402042
Denton TX,0.271,44.9,13668,33.109148,-97.019684
De Witt TX,0.408,47.6,628,,
Dimmit TX,0.246,45.5,532,28.519099,-99.817579
Duval TX,0.25,51.7,628,27.729918,-98.389589
Eastland TX,0.301,47.3,806,32.356034,-98.840622
Ector TX,0.265,50.8,5864,31.864941,-102.3858
Ellis TX,0.331,42.5,5190,32.423916,-96.815886
El Paso TX,0.212,44.3,28400,31.782045,-106.375936
Erath TX,0.264,47.7,1077,32.206569,-98.228806
Falls TX,0.349,40.4,645,31.260968,-96.950734
Fannin TX,0.31,43.2,1103,33.561545,-96.175947
Fayette TX,0.358,50.4,919,29.8524,-96.897998
Floyd TX,0.454,43.6,421,34.042836,-101.376103
Fort Bend TX,0.317,43.5,12677,29.613217,-95.663045
Franklin TX,0.455,44.4,363,33.126081,-95.223453
Freestone TX,0.367,46.2,642,31.696374,-96.209634
Frio TX,0.26,45.1,649,28.845787,-99.107465
Gaines NM,0.296,54.6,669,,
Galveston TX,0.329,41.6,10754,29.424115,-95.013496
Gillespie TX,0.271,47.8,740,30.272524,-98.905778
Goliad TX,0.421,47.2,271,28.704105,-97.370374
Gonzales TX,0.373,43.7,772,29.476703,-97.50357
Gray TX,0.306,48.8,985,35.527957,-100.938403
Grayson TX,0.343,41.3,4499,33.649485,-96.624643
Gregg TX,0.348,43.5,5704,32.49808,-94.79133
Grimes TX,0.373,41.4,961,30.447103,-96.009259
Guadalupe TX,0.341,41.3,3071,29.598985,-98.097778
Hale TX,0.345,44.4,1747,34.145755,-101.739801
Hamilton TX,0.488,47.7,316,31.761315,-98.099032
Hansford TX,0.37,53.2,300,36.213931,-101.273482
Hardin TX,0.29,46.3,2388,30.303364,-94.262169
Harris TX,0.326,42.6,124032,29.807479,-95.417454
Harrison TX,0.377,42.4,2340,32.534967,-94.412978
Haskell TX,0.141,50.4,266,33.178592,-99.767465
Hays TX,0.305,40.7,3371,30.00246,-97.935889
Henderson TX,0.343,43.8,2464,32.237902,-95.889717
Hidalgo TX,0.23,44.1,21575,26.232452,-98.184054
Hill TX,0.379,44.2,1188,31.998096,-97.174067
Hockley TX,0.364,46.7,1151,33.586415,-102.33483
Hood TX,0.28,45.7,1570,32.432951,-97.765687
Hopkins TX,0.291,44.6,1267,33.124117,-95.586932
Houston TX,0.405,42.2,925,31.298935,-95.46482
Howard TX,0.323,47.9,1401,32.242066,-101.464986
Hunt TX,0.344,40.1,2773,33.085785,-96.095018
Hutchinson TX,0.285,49.4,1272,35.6807,-101.448842
Jack TX,0.344,54,332,33.198497,-98.168776
Jackson TX,0.306,48.2,666,28.961331,-96.594951
Jasper TX,0.342,44.7,1603,30.736464,-93.994075
Jefferson TX,0.361,41.5,10226,30.01233,-94.067554
Jim Wells TX,0.281,49.3,1985,27.751904,-98.064602
Johnson TX,0.267,46,5394,32.435783,-97.325793
Jones TX,0.306,47.4,673,32.711236,-99.808917
Karnes TX,0.401,47.6,625,28.856195,-97.864151
Kaufman TX,0.334,41.8,3253,32.656168,-96.338534
Kendall TX,0.247,46.7,1063,29.841299,-98.725533
Kerr TX,0.323,43.2,1440,30.039931,-99.159771
Kleberg TX,0.273,44.7,1282,27.492495,-97.857766
Lamar TX,0.407,39.8,1922,33.674176,-95.53564
Lamb TX,0.4,46.8,742,34.028478,-102.324158
Lampasas TX,0.272,44.1,823,31.09588,-98.116277
La Salle TX,0.27,45.7,272,28.336046,-99.249834
Lavaca TX,0.38,52,981,29.409258,-97.047964
Lee TX,0.407,47,595,30.270012,-96.967301
Leon TX,0.308,49.5,661,31.29928,-96.046864
Liberty TX,0.289,45,3261,30.155392,-94.901747
Limestone TX,0.397,43.7,840,31.592033,-96.520288
Live Oak TX,0.133,48.8,432,28.341838,-98.105736
Llano TX,0.329,43.4,369,30.684899,-98.511609
Lubbock TX,0.391,40.3,9357,33.556622,-101.887742
Lynn TX,0.426,43.2,365,33.181411,-101.807743
McCulloch TX,0.274,48.6,365,31.150738,-99.337039
McLennan TX,0.408,39,8358,31.541318,-97.171313
Madison TX,0.388,40.5,391,30.955599,-95.897089
Marion TX,0.157,42.8,334,32.78969,-94.423837
Matagorda TX,0.286,46.2,1762,28.915316,-96.002899
Maverick TX,0.249,46.5,2213,28.70947,-100.481002
Medina TX,0.349,44.8,1482,29.305418,-98.968309
Midland TX,0.309,49.2,5587,32.002748,-102.106662
Milam TX,0.396,44.6,1079,30.747373,-97.01043
Mitchell TX,0.307,51.4,348,32.392977,-100.863291
Montague TX,0.291,50.8,745,33.63828,-97.756255
Montgomery TX,0.301,44.5,10931,30.232068,-95.468727
Moore TX,0.369,46.4,900,35.904748,-101.956199
Morris TX,0.351,42.3,619,33.071717,-94.72461
Nacogdoches TX,0.387,41.5,2082,31.623266,-94.642764
Navarro TX,0.452,41.6,1577,32.079812,-96.488644
Newton TX,0.338,41.3,553,30.687746,-93.751989
Nolan TX,0.321,46.2,774,32.449322,-100.411684
Nueces TX,0.313,42.4,14425,27.733674,-97.430035
Ochiltree TX,0.188,56.2,444,36.381028,-100.810965
Orange TX,0.326,45.6,3993,30.124169,-93.870235
Palo Pinto TX,0.383,45.1,997,32.778005,-98.167593
Panola TX,0.388,46.3,1019,32.167392,-94.331166
Parker TX,0.253,46.8,3165,32.794168,-97.736777
Parmer NM,0.354,47.8,526,,
Pecos TX,0.205,52.8,805,30.898458,-102.790862
Polk TX,0.336,43.8,1420,30.743717,-94.940487
Potter TX,0.33,40.4,4555,35.221681,-101.836644
Presidio TX,0.069,53.5,291,29.807527,-104.260977
Rains TX,0.234,46.5,409,32.886055,-95.797078
Randall TX,0.282,46.5,4251,35.121463,-101.888863
Red River TX,0.457,42.6,592,33.592399,-95.07117
Reeves TX,0.148,52.4,656,31.382677,-103.532874
Refugio TX,0.29,47.2,383,28.29039,-97.244247
Robertson TX,0.346,42,697,30.970148,-96.547126
Rockwall TX,0.294,44.2,1562,32.915625,-96.435493
Runnels TX,0.382,46.9,541,31.801037,-99.994273
Rusk TX,0.365,45.3,1709,32.193758,-94.797713
Sabine TX,0.293,46.9,408,31.338566,-93.850011
San Augustine TX,0.449,42.7,324,31.443536,-94.150624
San Jacinto TX,0.26,42.8,583,30.547998,-95.131415
San Patricio TX,0.295,45,3374,27.947285,-97.399384
Scurry TX,0.281,49.2,820,32.705897,-100.905311
Shelby TX,0.412,45.9,999,31.823558,-94.180373
Smith TX,0.36,41.3,6806,32.326711,-95.297792
Somervell TX,0.233,48.5,291,32.23787,-97.752805
Starr TX,0.252,47.6,2302,26.388176,-98.84119
Stephens TX,0.321,44.3,447,32.754222,-98.904243
Swisher TX,0.317,45.5,409,34.531837,-101.771547
Tarrant TX,0.337,41,50576,32.76219,-97.244748
Taylor TX,0.344,43.7,5379,32.423132,-99.768456
Terry NM,0.391,42.1,603,,
Titus TX,0.349,43.3,1001,33.175718,-94.966822
Tom Green TX,0.332,42.9,4331,31.452272,-100.460084
Travis TX,0.339,38.7,22721,30.31025,-97.749981
Trinity TX,0.382,39.7,491,31.000011,-95.245491
Tyler TX,0.279,45.3,815,30.741967,-94.365305
Upshur TX,0.367,43.8,1336,32.697983,-94.925153
Uvalde TX,0.368,43.8,1169,29.247671,-99.75475
Val Verde TX,0.21,47.6,1918,29.38073,-100.898068
Van Zandt TX,0.317,44.5,1705,32.57797,-95.833094
Victoria TX,0.361,43.4,3868,28.820583,-96.990925
Walker TX,0.393,41,1575,30.729192,-95.535016
Waller TX,0.378,42,1011,30.021425,-95.968855
Ward TX,0.221,53.4,619,31.565078,-102.921099
Washington TX,0.462,41.6,1171,30.182708,-96.396264
Webb TX,0.222,44.7,7817,27.520331,-99.47635
Wharton TX,0.4,45.3,1953,29.276822,-96.175663
Wichita TX,0.334,43.1,4943,33.922335,-98.551696
Wilbarger TX,0.404,42.7,634,34.147319,-99.296459
Willacy TX,0.229,44.5,1004,26.452145,-97.779937
Williamson TX,0.28,43.5,8675,30.554707,-97.71143
Wilson TX,0.387,45,1312,29.226084,-98.142066
Winkler TX,0.31,54.1,421,31.841034,-103.099982
Wise TX,0.261,48.3,1829,33.164603,-97.637257
Wood TX,0.303,46.8,1376,32.772492,-95.396924
Yoakum NM,0.272,54.3,469,,
Young TX,0.413,48.7,797,33.166529,-98.625208
Zapata TX,0.369,47.8,520,26.902457,-99.26586
Zavala TX,0.331,44.7,560,28.757996,-99.807717
Beaver UT,0.252,52.1,337,38.299707,-112.776347
Box Elder UT,0.239,48.4,2669,41.591026,-112.09977
Cache UT,0.186,50.3,4263,41.744338,-111.840612
Carbon UT,0.238,49.4,1214,39.601629,-110.777221
Davis UT,0.245,47.9,13271,41.01957,-111.958756
Duchesne UT,0.212,59,1006,40.289409,-110.165397
Emery UT,0.308,50.5,769,39.216051,-110.925129
Garfield UT,0.187,51.9,281,37.76185,-112.088923
Grand UT,0.339,46.1,361,38.569104,-109.530222
Iron UT,0.272,46,1473,37.709161,-113.073838
Juab UT,0.192,51,455,39.750368,-111.894782
Kane AZ,0.338,47.4,325,,
Millard UT,0.211,51.1,891,39.214604,-112.494882
Morgan UT,0.185,52.8,522,41.073208,-111.718106
Salt Lake UT,0.267,45.7,41845,40.646321,-111.922762
San Juan CO,0.252,44.7,576,37.804646,-107.673989
Sanpete UT,0.239,50.2,1255,39.380549,-111.606832
Sevier UT,0.282,49.8,1131,38.77474,-112.042048
Summit UT,0.121,55.6,1284,40.727812,-111.47076
Tooele UT,0.221,47.7,1860,40.56078,-112.379217
Uintah UT,0.262,54.5,1454,40.42648,-109.597164
Utah UT,0.185,49.1,16844,40.272349,-111.73158
Wasatch UT,0.163,52.7,796,40.505696,-111.412248
Washington UT,0.226,45.8,4114,37.135163,-113.519705
Weber UT,0.299,44.4,9590,41.224614,-111.990305
Addison VT,0.278,44.3,1349,44.06247,-73.166759
Bennington MA,0.303,42.6,1447,,
Caledonia VT,0.267,43.8,1286,44.467875,-72.07512
Chittenden VT,0.328,42.7,4872,44.480855,-73.149444
Essex VT,0.34,46.5,252,44.666929,-71.740577
Franklin VT,0.315,44,1728,44.840447,-72.993263
Lamoille VT,0.27,44.5,877,44.58756,-72.653257
Orange VT,0.275,45.2,1160,43.996017,-72.394216
Orleans VT,0.309,44.7,1107,44.864953,-72.223292
Rutland VT,0.31,44.5,2474,43.601633,-73.045536
Washington VT,0.228,45.6,2315,44.241925,-72.58392
Windham NH,0.206,44.3,1767,,
Windsor VT,0.271,44.8,2280,43.545556,-72.491252
Accomack VA,0.407,38.9,1285,37.784132,-75.641008
Albemarle VA,0.323,41.7,2400,38.05016,-78.516763
Amelia VA,0.301,41,412,37.341681,-77.977011
Amherst VA,0.348,42.2,1067,37.519237,-79.102718
Appomattox VA,0.49,37.1,485,37.359958,-78.833953
Arlington DC,0.214,47.9,3211,,
Augusta VA,0.339,42.9,1700,38.12803,-79.032141
Bedford VA,0.366,42.1,1483,37.314607,-79.497893
Bedford VA,0.366,42.1,1483,37.337281,-79.520701
Bland VA,0.198,46,255,37.150725,-81.089354
Botetourt VA,0.272,45.1,1855,37.448222,-79.851418
Brunswick VA,0.43,36.8,579,36.756799,-77.86074
Buchanan VA,0.283,49.3,1013,37.264125,-82.058814
Buckingham VA,0.458,36.9,349,37.582102,-78.483454
Campbell VA,0.377,40,1262,37.25795,-79.165807
Caroline VA,0.305,38.4,812,38.008601,-77.433166
Carroll VA,0.433,40.1,653,36.712893,-80.763589
Charlotte VA,0.373,41.2,523,37.017568,-78.630844
Chesterfield VA,0.342,41.8,10842,37.418224,-77.550555
Clarke VA,0.28,45.4,409,39.129687,-77.988093
Culpeper VA,0.357,39.7,1187,38.500155,-77.997848
Dickenson VA,0.293,49.8,599,37.142003,-82.379283
Dinwiddie VA,0.424,37.5,505,37.135094,-77.560538
Essex VA,0.298,41.2,375,37.911272,-76.90549
Fairfax DC,0.245,51.2,29381,,
Fauquier DC,0.34,42,2072,,
Floyd VA,0.332,43,418,36.944158,-80.342686
Fluvanna VA,0.36,40.1,539,37.888175,-78.301879
Franklin VA,0.323,41.6,1391,37.016004,-79.861232
Franklin VA,0.323,41.6,1391,36.678687,-76.936518
Frederick VA,0.334,42.6,2292,39.168677,-78.193089
Giles VA,0.372,39.5,576,37.317609,-80.71689
Gloucester VA,0.326,41.6,1392,37.377825,-76.530947
Goochland VA,0.355,41.4,467,37.703091,-77.85186
Grayson VA,0.34,42.5,407,36.648239,-81.1193
Greene VA,0.374,39.1,485,38.254353,-78.422182
Halifax VA,0.454,38.4,1392,36.75003,-78.927107
Hanover VA,0.322,44.9,3209,37.687345,-77.420161
Henrico VA,0.348,41.3,7985,37.60276,-77.495683
